200 32,0854
198 32,0849
195,8 32,0844
193,6 32,0838
191,4 32,0833
189,2 32,0827
187 32,082
184,8 32,0814
182,6 32,0807
180,4 32,08
178,2 32,0792
176 32,0784
173,8 32,0776
171,6 32,0767
169,4 32,0757
167,2 32,0748
165 32,0738
162,8 32,0727
160,6 32,0716
158,4 32,0704
156,2 32,0691
154 32,0678
151,8 32,0665
149,6 32,065
147,4 32,0635
145,2 32,0619
143 32,0602
140,8 32,0584
138,6 32,0566
136,4 32,0546
134,2 32,0526
132 32,0504
129,8 32,0481
127,6 32,0457
125,4 32,0432
123,2 32,0405
121 32,0377
118,8 32,0347
116,6 32,0316
114,4 32,0282
112,2 32,0247
110 32,0211
107,8 32,0172
105,6 32,013
103,4 32,0087
101,2 32,0041
99 31,9992
96,8 31,994
94,6 31,9886
92,4 31,9828
90,2 31,9766
88 31,9701
85,8 31,9632
83,6 31,9559
81,4 31,9481
79,2 31,9398
77 31,931
74,8 31,9216
72,6 31,9116
70,4 31,9009
68,2 31,8895
66 31,8774
63,8 31,8644
61,6 31,8505
59,4 31,8356
57,2 31,8197
55 31,8025
52,8 31,7842
50,6 31,7644
48,4 31,743
46,2 31,72
44 31,6951
41,8 31,6682
39,6 31,6389
37,4 31,6071
35,2 31,5723
33 31,5343
32 31,515
31,8 31,4852
31,6 31,3514
31,4 31,1622
31,2 30,9482
31 30,7131
30,8 30,4969
30 29,6999
27,8 27,5198
25,6 25,3392
23,4 23,1584
21,2 20,9774
19 18,7963
16,8 16,6152
14,6 14,4343
12,4 12,2535
10,2 10,0729
9,6 9,47761
8 7,88534
7 6,88905
6,2 6,09079
5,6 5,49071
5,2 5,08943
4,8 4,68634
4,6 4,48361
4,4 4,27947
4,2 4,07287
4 3,86094
3,8 3,62249
3,6 2,53864
3,4 1,35226
3,2 0,5095
3 0,126962
2,8 0,0248618
2,6 0,00454991
2,4 0,000823279
2,2 0,000149124
2 2,71154e-005
1,8 4,95767e-006
1,6 9,13368e-007
1,4 1,70324e-007
1,2 3,25976e-008
1 6,74301e-009
0,8 1,78642e-009
0,6 7,69401e-010
0,4 4,16099e-010
0,2 3,41964e-010
2,808697719e-012 3,3886e-020
