-16 -16,0197
-12,8 -16,0197
-9,28 -16,0197
-5,76 -16,0197
-2,24 -16,0197
-0,32 -16,0197
1,265654248e-014 14,9111
0,32 15,0247
0,64 15,0439
0,96 15,0431
1,28 15,0295
1,92 15,0247
5,44 15,0247
8,96 15,0247
12,48 15,0247
15,68 15,0247
