100 15,3488
99 15,3487
97,9 15,3487
96,8 15,3486
95,7 15,3485
94,6 15,3484
93,5 15,3483
92,4 15,3481
91,3 15,348
90,2 15,3479
89,1 15,3477
88 15,3476
86,9 15,3474
85,8 15,3472
84,7 15,347
83,6 15,3468
82,5 15,3466
81,4 15,3463
80,3 15,3461
79,2 15,3458
78,1 15,3455
77 15,3453
75,9 15,3449
74,8 15,3446
73,7 15,3443
72,6 15,3439
71,5 15,3435
70,4 15,3431
69,3 15,3427
68,2 15,3423
67,1 15,3418
66 15,3413
64,9 15,3408
63,8 15,3403
62,7 15,3397
61,6 15,3391
60,5 15,3385
59,4 15,3378
58,3 15,3372
57,2 15,3364
56,1 15,3357
55 15,3349
53,9 15,3341
52,8 15,3332
51,7 15,3323
50,6 15,3313
49,5 15,3303
48,4 15,3293
47,3 15,3282
46,2 15,327
45,1 15,3258
44 15,3245
42,9 15,3231
41,8 15,3217
40,7 15,3202
39,6 15,3186
38,5 15,3169
37,4 15,3152
36,3 15,3133
35,2 15,3113
34,1 15,3092
33 15,307
31,9 15,3046
30,8 15,3021
29,7 15,2994
28,6 15,2965
27,5 15,2934
26,4 15,2901
25,3 15,2866
24,2 15,2828
23,1 15,2786
22 15,2741
20,9 15,2692
19,8 15,2639
18,7 15,2579
17,6 15,2514
16,5 15,244
15,5 15,2366
15,4 15,2355
15,3 15,2265
15,2 15,1699
15,1 15,0793
15 14,9808
14,8 14,779
13,7 13,6802
12,6 12,5804
11,5 11,4805
10,4 10,3806
9,3 9,28074
8,2 8,18084
7,1 7,08082
6 5,98075
4,9 4,88058
3,9 3,88009
3,4 3,3794
3,1 3,07844
2,9 2,87708
2,8 2,77585
2,7 2,67381
2,6 2,56997
2,5 2,46109
2,4 2,28196
2,3 0,883929
2,2 0,32638
2,1 0,119752
2 0,0438241
1,9 0,0160305
1,8 0,0058661
1,7 0,00214851
1,6 0,000787975
1,5 0,000289557
1,4 0,000106715
1,3 3,95153e-005
1,2 1,47569e-005
1,1 5,60449e-006
1 2,20515e-006
0,9 9,33696e-007
0,8 4,52771e-007
0,7 2,67721e-007
0,6 1,94253e-007
0,5 1,65628e-007
0,4 1,56644e-007
0,3 1,51068e-007
0,2 1,45578e-007
0,1 1,36982e-007
1,404348859e-012 7,89683e-018
