0,1 99,9994
0,1023292992 99,9994
0,1047128548 99,9994
0,1071519305 99,9994
0,1096478196 99,9993
0,1122018454 99,9993
0,1148153621 99,9993
0,1174897555 99,9993
0,1202264435 99,9992
0,1230268771 99,9992
0,1258925412 99,9992
0,1288249552 99,9991
0,1318256739 99,9991
0,1348962883 99,9991
0,1380384265 99,999
0,1412537545 99,999
0,1445439771 99,999
0,1479108388 99,9989
0,1513561248 99,9989
0,1548816619 99,9988
0,1584893192 99,9988
0,1621810097 99,9987
0,1659586907 99,9987
0,1698243652 99,9986
0,1737800829 99,9986
0,177827941 99,9985
0,1819700859 99,9984
0,1862087137 99,9984
0,1905460718 99,9983
0,19498446 99,9982
0,1995262315 99,9981
0,2041737945 99,9981
0,2089296131 99,998
0,213796209 99,9979
0,2187761624 99,9978
0,2238721139 99,9977
0,2290867653 99,9976
0,2344228815 99,9975
0,2398832919 99,9974
0,2454708916 99,9972
0,2511886432 99,9971
0,2570395783 99,997
0,2630267992 99,9969
0,2691534804 99,9967
0,2754228703 99,9966
0,2818382931 99,9964
0,2884031503 99,9963
0,2951209227 99,9961
0,301995172 99,9959
0,3090295433 99,9957
0,316227766 99,9955
0,3235936569 99,9953
0,3311311215 99,9951
0,3388441561 99,9949
0,3467368505 99,9946
0,3548133892 99,9944
0,3630780548 99,9941
0,3715352291 99,9939
0,3801893963 99,9936
0,389045145 99,9933
0,3981071706 99,993
0,4073802778 99,9927
0,4168693835 99,9923
0,4265795188 99,992
0,4365158322 99,9916
0,4466835922 99,9912
0,4570881896 99,9908
0,4677351413 99,9904
0,4786300923 99,9899
0,4897788194 99,9895
0,5011872336 99,989
0,512861384 99,9885
0,5248074602 99,9879
0,5370317964 99,9874
0,5495408739 99,9868
0,5623413252 99,9861
0,5754399373 99,9855
0,5888436554 99,9848
0,6025595861 99,9841
0,6165950019 99,9834
0,6309573445 99,9826
0,645654229 99,9818
0,660693448 99,9809
0,6760829754 99,9801
0,6918309709 99,9791
0,7079457844 99,9781
0,7244359601 99,9771
0,7413102413 99,9761
0,758577575 99,9749
0,7762471166 99,9738
0,7943282347 99,9725
0,8128305162 99,9713
0,8317637711 99,9699
0,8511380382 99,9685
0,87096359 99,967
0,8912509381 99,9655
0,9120108394 99,9639
0,9332543008 99,9622
0,954992586 99,9604
0,977237221 99,9586
1 99,9566
1,023292992 99,9546
1,047128548 99,9525
1,071519305 99,9503
1,096478196 99,948
1,122018454 99,9455
1,148153621 99,943
1,174897555 99,9403
1,202264435 99,9375
1,230268771 99,9346
1,258925412 99,9316
1,288249552 99,9284
1,318256739 99,925
1,348962883 99,9215
1,380384265 99,9179
1,412537545 99,914
1,445439771 99,91
1,479108388 99,9059
1,513561248 99,9015
1,548816619 99,8969
1,584893192 99,8921
1,621810097 99,8871
1,659586907 99,8818
1,698243652 99,8764
1,737800829 99,8706
1,77827941 99,8646
1,819700859 99,8584
1,862087137 99,8518
1,905460718 99,8449
1,9498446 99,8378
1,995262315 99,8303
2,041737945 99,8225
2,089296131 99,8143
2,13796209 99,8057
2,187761624 99,7968
2,238721139 99,7874
2,290867653 99,7777
2,344228815 99,7675
2,398832919 99,7568
2,454708916 99,7457
2,511886432 99,7341
2,570395783 99,722
2,630267992 99,7093
2,691534804 99,6961
2,754228703 99,6823
2,818382931 99,6678
2,884031503 99,6528
2,951209227 99,6371
3,01995172 99,6207
3,090295433 99,6037
3,16227766 99,5859
3,235936569 99,5673
3,311311215 99,5479
3,388441561 99,5278
3,467368505 99,5067
3,548133892 99,4848
3,630780548 99,462
3,715352291 99,4382
3,801893963 99,4134
3,89045145 99,3877
3,981071706 99,3608
4,073802778 99,3329
4,168693835 99,3039
4,265795188 99,2737
4,365158322 99,2423
4,466835922 99,2096
4,570881896 99,1757
4,677351413 99,1405
4,786300923 99,1039
4,897788194 99,0659
5,011872336 99,0265
5,12861384 98,9856
5,248074602 98,9431
5,370317964 98,8992
5,495408739 98,8536
5,623413252 98,8064
5,754399373 98,7575
5,888436554 98,7068
6,025595861 98,6544
6,165950019 98,6003
6,309573445 98,5442
6,45654229 98,4863
6,60693448 98,4265
6,760829754 98,3648
6,918309709 98,301
7,079457844 98,2352
7,244359601 98,1674
7,413102413 98,0975
7,58577575 98,0255
7,762471166 97,9514
7,943282347 97,8751
8,128305162 97,7966
8,317637711 97,716
8,511380382 97,6331
8,7096359 97,5479
8,912509381 97,4605
9,120108394 97,3708
9,332543008 97,2788
9,54992586 97,1846
9,77237221 97,088
10 96,9892
10,23292992 96,888
10,47128548 96,7845
10,71519305 96,6788
10,96478196 96,5707
11,22018454 96,4604
11,48153621 96,3478
11,74897555 96,2329
12,02264435 96,1158
12,30268771 95,9965
12,58925412 95,8749
12,88249552 95,7512
13,18256739 95,6253
13,48962883 95,4973
13,80384265 95,3672
14,12537545 95,235
14,45439771 95,1007
14,79108388 94,9644
15,13561248 94,8262
15,48816619 94,686
15,84893192 94,5439
16,21810097 94,3999
16,59586907 94,2541
16,98243652 94,1064
17,37800829 93,957
17,7827941 93,8059
18,19700859 93,6531
18,62087137 93,4987
19,05460718 93,3427
19,498446 93,1851
19,95262315 93,026
20,41737945 92,8654
20,89296131 92,7034
21,3796209 92,54
21,87761624 92,3752
22,38721139 92,2091
22,90867653 92,0417
23,44228815 91,8731
23,98832919 91,7033
24,54708916 91,5323
25,11886432 91,3602
25,70395783 91,1871
26,30267992 91,0128
26,91534804 90,8376
27,54228703 90,6614
28,18382931 90,4842
28,84031503 90,3061
29,51209227 90,1271
30,1995172 89,9473
30,90295433 89,7666
31,6227766 89,5852
32,35936569 89,403
33,11311215 89,2201
33,88441561 89,0364
34,67368505 88,8521
35,48133892 88,6672
36,30780548 88,4816
37,15352291 88,2954
38,01893963 88,1086
38,9045145 87,9212
39,81071706 87,7334
40,73802778 87,545
41,68693835 87,3561
42,65795188 87,1668
43,65158322 86,977
44,66835922 86,7867
45,70881896 86,596
46,77351413 86,405
47,86300923 86,2135
48,97788194 86,0217
50,11872336 85,8295
51,2861384 85,637
52,48074602 85,4442
53,70317964 85,251
54,95408739 85,0576
56,23413252 84,8639
57,54399373 84,6699
58,88436554 84,4756
60,25595861 84,2811
61,65950019 84,0863
63,09573445 83,8913
64,5654229 83,6961
66,0693448 83,5007
67,60829754 83,3051
69,18309709 83,1093
70,79457844 82,9133
72,44359601 82,7171
74,13102413 82,5207
75,8577575 82,3242
77,62471166 82,1276
79,43282347 81,9308
81,28305162 81,7338
83,17637711 81,5367
85,11380382 81,3395
87,096359 81,1422
89,12509381 80,9447
91,20108394 80,7472
93,32543008 80,5495
95,4992586 80,3517
97,7237221 80,1538
100 79,9558
102,3292992 79,7578
104,7128548 79,5596
107,1519305 79,3614
109,6478196 79,1631
112,2018454 78,9647
114,8153621 78,7662
117,4897555 78,5677
120,2264435 78,3691
123,0268771 78,1705
125,8925412 77,9717
128,8249552 77,773
131,8256739 77,5741
134,8962883 77,3753
138,0384265 77,1763
141,2537545 76,9773
144,5439771 76,7783
147,9108388 76,5792
151,3561248 76,3801
154,8816619 76,181
158,4893192 75,9818
162,1810097 75,7826
165,9586907 75,5833
169,8243652 75,384
173,7800829 75,1847
177,827941 74,9853
181,9700859 74,786
186,2087137 74,5865
190,5460718 74,3871
194,98446 74,1876
199,5262315 73,9882
204,1737945 73,7886
208,9296131 73,5891
213,796209 73,3896
218,7761624 73,19
223,8721139 72,9904
229,0867653 72,7908
234,4228815 72,5912
239,8832919 72,3915
245,4708916 72,1919
251,1886432 71,9922
257,0395783 71,7925
263,0267992 71,5928
269,1534804 71,3931
275,4228703 71,1933
281,8382931 70,9936
288,4031503 70,7938
295,1209227 70,5941
301,995172 70,3943
309,0295433 70,1945
316,227766 69,9947
323,5936569 69,7949
331,1311215 69,5951
338,8441561 69,3953
346,7368505 69,1954
354,8133892 68,9956
363,0780548 68,7958
371,5352291 68,5959
380,1893963 68,396
389,045145 68,1962
398,1071706 67,9963
407,3802778 67,7964
416,8693835 67,5966
426,5795188 67,3967
436,5158322 67,1968
446,6835922 66,9969
457,0881896 66,797
467,7351413 66,5971
478,6300923 66,3972
489,7788194 66,1972
501,1872336 65,9973
512,861384 65,7974
524,8074602 65,5975
537,0317964 65,3975
549,5408739 65,1976
562,3413252 64,9977
575,4399373 64,7977
588,8436554 64,5978
602,5595861 64,3979
616,5950019 64,1979
630,9573445 63,998
645,654229 63,798
660,693448 63,5981
676,0829754 63,3981
691,8309709 63,1981
707,9457844 62,9982
724,4359601 62,7982
741,3102413 62,5983
758,577575 62,3983
776,2471166 62,1983
794,3282347 61,9984
812,8305162 61,7984
831,7637711 61,5984
851,1380382 61,3985
870,96359 61,1985
891,2509381 60,9985
912,0108394 60,7985
933,2543008 60,5986
954,992586 60,3986
977,237221 60,1986
1000 59,9986
1023,292992 59,7986
1047,128548 59,5987
1071,519305 59,3987
1096,478196 59,1987
1122,018454 58,9987
1148,153621 58,7987
1174,897555 58,5987
1202,264435 58,3988
1230,268771 58,1988
1258,925412 57,9988
1288,249552 57,7988
1318,256739 57,5988
1348,962883 57,3988
1380,384265 57,1988
1412,537545 56,9988
1445,439771 56,7988
1479,108388 56,5989
1513,561248 56,3989
1548,816619 56,1989
1584,893192 55,9989
