0,00023 13,2546
0,0002328 13,2481
0,0002356 13,2397
0,0002384 13,2275
0,0002398 13,2186
0,0002412 13,2056
0,0002426 13,1803
0,000244 13,0577
0,0002454 12,7491
0,0002482 12,1136
0,0002636 8,60709
0,000279 5,1006
0,0002944 1,59411
0,0003098 -1,91238
0,0003252 -5,41887
0,0003406 -8,92536
0,000356 -12,4318
0,0003574 -12,7486
0,0003588 -13,0571
0,0003602 -13,1802
0,0003616 -13,2052
0,000363 -13,2186
0,0003644 -13,2278
0,0003672 -13,2397
0,00037 -13,2481
